behavior,crossing_ids,crossing_pedestrian_v,crossing_pedestrian_x,crossing_pedestrian_y,crossing_pedestrian_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_count,perc_full,perc_near_x,t
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.20596386e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.05:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.56
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.20596386e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.05:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.58
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.77457695e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.05:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.600000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.77457695e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.05:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.620000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.42448522e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.64
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.16061352e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.66
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.68754775e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.68
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.16957168e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.700000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.75984465e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.03:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.72
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.0779514e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.04:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.74
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,9.83830091e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.04:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.76
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,8.19684119e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.04:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.780000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.88029701e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.04:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.8
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.88029701e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.3:0.1:0.04:0;4:43.4:-25.6:6.0:6.0:0.00:0;5:21.0:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.821
